DATE	NUMARTS	COUNTTYPE	NUMBER	OBJECTTYPE	GEO_TYPE	GEO_FULLNAME	GEO_COUNTRYCODE	GEO_ADM1CODE	GEO_LAT	GEO_LONG	GEO_FEATUREID	CAMEOEVENTIDS	SOURCES	SOURCEURLS
20160308	1	CRISISLEX_CRISISLEXREC	31	warrant	2	Mississippi, United States	US	USMS	32.7673	-89.6812	ms	518968469,518931365,519123436,519124648	wbrz.com	http://www.wbrz.com/news/son-of-slain-u-s-marshal-josie-wells-born/
20160308	1	CRISISLEX_CRISISLEXREC	188		2	Tennessee, United States	US	USTN	35.7449	-86.7489	tn	518871783,518873208,518873209,518873867,518873895,518873896,518873947	middlesborodailynews.com	http://middlesborodailynews.com/news/7869/wreck-sends-3-to-hospitals
20160308	2	KILL	2		4	Aegean Sea, Oceans (General), Oceans	OS	OS00	39	25	-813195	519036060,519036163,519036168,519036171,519036307,519036327,519036328,519036060,519036163,519036168,519036171,519036307,519036327,519036328	reliefweb.int;hrw.org	http://reliefweb.int/report/turkey/euturkey-mass-fast-track-returns-threaten-rights<UDIV>https://www.hrw.org/news/2016/03/08/eu/turkey-mass-fast-track-returns-threaten-rights
20160308	4	WOUND	3		2	Massachusetts, United States	US	USMA	42.2373	-71.5314	ma	519040169	wnd.com;wnd.com;themoralliberal.com;wcvb.com	http://www.wnd.com/2016/03/the-man-who-discovered-he-was-not-god/<UDIV>http://mobile.wnd.com/2016/03/the-man-who-discovered-he-was-not-god/<UDIV>http://www.themoralliberal.com/2016/03/08/oliver-wendell-holmes-born-march-8-1841/<UDIV>http://www.wcvb.com/news/3-injured-2-arrests-in-brawl-at-massachusetts-pet-store/38398514
20160308	2	EPU_CATS_MIGRATION_FEAR_MIGRATION	60		1	Greece	GR	GR	39	22	GR	518853663,518853716,518853746,518853747,518854394,518854409,518854410,518854411,518854412,518855134,518855135,518855139,518855142,518855143,518855650,518855651,518930371,518930373,518930374,518930998,518930999,518931001,518931002,518931186,518931191,518931192	cinemablaze.com;solonews.net	http://cinemablaze.com/2016/03/08/tusk-meeting-turkish-president-on-migrant-crisis-ahead-of.html<UDIV>http://solonews.net/217221/news/greece-says-nearly-32000-migrants-now-on-its-territory.html
20160308	1	ARREST	025	premises	1	Pakistan	PK	PK	30	70	PK	519062110,519062157,519062158,519062217,519062218,519062387,519062388,519062390,519062583,519062620,519062692,519062738,519062739,519063022,518872580,519063085,519063107,519063108,519063116,519063117,519063118,518937046,519063987,519063996,519063997,519064003,518942699,519064004,519064010,519064015,519064016,519064098,519064099,519064152	dawn.com	http://www.dawn.com/news/1243369/wondrous-women
20160308	1	CRISISLEX_C03_WELLBEING_HEALTH	11		4	Dagenham, Barking And Dagenham, United Kingdom	UK	UKA1	51.55	0.166667	-2593987		harlowstar.co.uk	http://www.harlowstar.co.uk/Inquest-finds-Harlow-father-Jay-Morton-died/story-28884301-detail/story.html
20160308	2	CRISISLEX_T03_DEAD	2	minors	4	Dhenkanal District, Orissa, India	IN	IN21	20.75	85.5	-2094747	518851220,518846653,518851220,518846653	ptinews.com;ptinews.com	http://ptinews.com/news/7193807_Four-dead-in-boat-capsize--one-missing.html<UDIV>http://ptinews.com/news/7193807_Four-dead-in-boat-capsize--one-missing.html
20160308	1	CRISISLEX_CRISISLEXREC	28		0							415344967	poughkeepsiejournal.com	http://www.poughkeepsiejournal.com/story/news/2016/03/07/governor-cuomo-eliminate-grade-level-rail-crossings-commuter-lines/81460688/
20160308	1	CRISISLEX_C07_SAFETY	6	warrant	0							519167803	iheart.com	http://wkkj.iheart.com/articles/local-news-stories-106759/stats-from-huntington-twp-enforcement-detail-14470061/
20160308	1	STRIKE	3		3	Palm Beach, Florida, United States	US	USFL	26.7056	-80.0364	288390		mlb.com	http://m.giants.mlb.com/player/543101/anthony-desclafani
20160308	1	KILL	40		1	Iraq	IZ	IZ	33	44	IZ	518859139,518859555,518859574,518859621,518859622,518860094,518860095,518860944	thevillagessuntimes.com	http://thevillagessuntimes.com/2016/03/08/islamic-state-group-attacks-again-in-iraq-rising-deaths-to/
20160308	1	CRISISLEX_T02_INJURED	8000000		1	Syria	SY	SY	35	38	SY	518887656,519119211,519119221,518891853,519119563,519120387,518880308,519120464,519120475,518858471,519120645,519120691,519120815,518880528,519120817,519120821,519120822,519120900,519120901,519120944,519120945	obrag.org	http://obrag.org/?p=104596
20160308	3	AFFECT	2	shelters xE	2	Oregon, United States	US	USOR	44.5672	-122.127	or	518966308,518966324,518966327,518966329,518966357,518966308,518966324,518966327,518966329,518966357,518966308,518966324,518966327,518966329,518966357	bendbulletin.com;bendbulletin.com;bendbulletin.com	http://www.bendbulletin.com/home/4072795-151/mosaic-medical-hits-the-road<UDIV>http://www.bendbulletin.com/localstate/4072795-151/mosaic-medical-hits-the-road<UDIV>http://www.bendbulletin.com/health/4072795-151/mosaic-medical-hits-the-road
20160308	1	KILL	16		4	Aleppo, ?Alab, Syria	SY	SY09	36.2028	37.1586	-2541857	519085325,519085557,518868186,519085671	rudaw.net	http://rudaw.net/english/middleeast/syria/080320162
20160308	4	ARREST	350		3	Cincinnati, Ohio, United States	US	USOH	39.162	-84.4569	1066650	518923156,518923157,518923156,518923157	cbs12.com;abc22now.com;fox45now.com;weartv.com	http://cbs12.com/news/nation-world/baby-nearly-beaten-to-death-10-month-old-in-critical-condition-03-08-2016-024939911<UDIV>http://abc22now.com/news/local/baby-nearly-beaten-to-death-10-month-old-in-critical-condition-03-08-2016<UDIV>http://fox45now.com/news/local/baby-nearly-beaten-to-death-10-month-old-in-critical-condition-03-08-2016<UDIV>http://weartv.com/news/nation-world/baby-nearly-beaten-to-death-10-month-old-in-critical-condition-03-08-2016-161233761
20160308	1	CRISISLEX_T03_DEAD	150	fighters belonging	1	Somalia	SO	SO	10	49	SO	519104055,519105561,519105562,518906286,519105954,519105955,519106001	wnyc.org	http://www.wnyc.org/story/us-airstrikes-somalia-kill-150-militants/
20160308	1	CRISISLEX_C07_SAFETY	3		1	Chad	CD	CD	15	19	CD	518855652	news-star.com	http://www.news-star.com/article/20160304/NEWS/160309752
20160308	1	AFFECT	3	photos	1	Ireland	EI	EI	53	-8	EI		navalhistory.org	http://www.navalhistory.org/2016/03/08/jalbert
20160308	11	PROTEST	2000	sets	1	United States	US	US	38	-97	US	518895413,519096784,518941406,518866550,519098067,518895413,519096784,518941406,518866550,519098067,519100015,518895413,519096784,518941406,518877024,518866550,519098067,518895413,519096784,518941406,518866550,519098067,518895413,519096784,518941406,518866550,519098067,519112232,519112267,519112356,519113420,519113557,519112232,519112267,519112356,519113420,519113557,518895413,519096784,518941406,518866550,519098067,518895413,519096784,518941406,518866550,519098067,518895413,519096784,518941406,518866550,519098067,518895413,519096784,518941406,518866550,519098067	channel4000.com;kesq.com;cnn.com;kvia.com;kcci.com;kxlf.com;kbzk.com;wcti12.com;4029tv.com;kspr.com;wptz.com	http://www.channel4000.com/news/opinion-will-us-democracy-commit-suicide/38399318<UDIV>http://www.kesq.com/news/opinion-will-us-democracy-commit-suicide/38399318<UDIV>http://www.cnn.com/2016/03/08/opinions/democracy-around-the-world-ghitis/<UDIV>http://www.kvia.com/news/opinion-will-us-democracy-commit-suicide/38399318<UDIV>http://www.kcci.com/national/opinion-will-us-democracy-commit-suicide/38399318<UDIV>http://www.kxlf.com/story/31414585/will-us-democracy-commit-suicide<UDIV>http://www.kbzk.com/story/31414585/will-us-democracy-commit-suicide<UDIV>http://www.wcti12.com/news/national-news/opinion-will-us-democracy-commit-suicide/38399318<UDIV>http://www.4029tv.com/national/opinion-will-us-democracy-commit-suicide/38399318<UDIV>http://www.kspr.com/news/nationworld/opinion-will-us-democracy-commit-suicide/21051646_38399318<UDIV>http://www.wptz.com/national/opinion-will-us-democracy-commit-suicide/38399318
20160308	29	KILL	5		2	Kansas, United States	US	USKS	38.5111	-96.8005	ks	518852433,518852434,518852438,518852439,518852482,518852730,518852734,518849242,518852920,518852923,518849272,518854436,518854449,518855812,518849242,518849272,518855937,518855944,518856254,518856256,518852433,518852434,518852438,518852439,518852482,518852730,518852734,518849242,518852920,518852923,518849272,518854436,518854449,518855812,518849242,518849272,518855937,518855944,518856254,518856256,518852433,518852434,518852438,518858160,518852482,518852730,518858440,518852734,518858442,518849242,518858567,518852920,518852923,518858573,518855937,518854436,518859975,518860014,518855812,518860987,518861081,518852920,518849272,518861095,518855937,518855944,518861419,518861420,518852433,518852434,518852438,518858160,518852482,518852730,518858440,518852734,518858442,518849242,518858567,518852920,518852923,518858573,518855937,518854436,518859975,518860014,518855812,518860987,518861081,518852920,518849272,518861095,518855937,518855944,518861419,518861420,518852433,518852434,518852438,518852439,518852482,518852730,518852734,518849242,518852920,518852923,518849272,518854436,518854449,518855812,518849242,518849272,518855937,518855944,518856254,518856256,518852433,518852434,518852438,518852439,518852482,518852730,518852734,518849242,518852920,518852923,518849272,518854436,518854449,518855812,518849242,518849272,518855937,518855944,518856254,518856256,518852433,518852434,518852438,518852439,518852482,518852730,518852734,518849242,518852920,518852923,518849272,518854436,518854449,518855812,518849242,518849272,518855937,518855944,518856254,518856256,518852433,518852434,518852438,518852439,518852482,518852730,518852734,518849242,518852920,518852923,518849272,518854436,518854449,518855812,518849242,518849272,518855937,518855944,518856254,518856256,518852433,518852434,518852438,518858160,518852482,518852730,518858440,518852734,518858442,518849242,518858567,518852920,518852923,518858573,518855937,518854436,518859975,518860014,518855812,518860987,518861081,518852920,518849272,518861095,518855937,518855944,518861419,518861420,519103964,519103967,518844990,519104850,518848071,518930974,519105246,519105247,518855057,518865828,519063735,519105262,519105263,519105658,519105659,518849284,519105762,519105895,519105943,519111792,519111836,519111839,519084359,519113347,519086066,519113678,519116357,519117707,519094176,519117776,519117820,519116357,519117707,519094176,519117776,519117820,519116357,519117707,519094176,519117776,519117820,519116357,519117707,519094176,519117776,519117819,519117820,519116357,519121333,519094176,519117776,519121425,519123767,519085896,519124799,519124835,519123767,519085896,519124799,519124835,519123730,519116357,519124676,519094176,519117776,519116357,519117707,519094176,519117776,519117820,519115207,519111285,518845013,519115849,519111899,518861082,519124583,519123730,519116357,519124676,519094176,519117776,519085837,519158491,519158496,519111792,519158520,519158521,519158524,519158525,519111836,519158527,519158529,519111839,519158654,519084359,519158674,519113347,519086066,519113678,519085838,519158491,519158496,519167809,519158520,519158521,519158524,519158525,519111836,519167858,519111839,519158654,519167971,519167972,519084359,519158674,519167988,519167989,519167990,519113347,519086066,519113678,518885205,519072561,519185809,519186819,519028127	ktbb.com;610kvnu.com;kticradio.com;krvn.com;wondradio.com;wjbdradio.com;mycentraloregon.com;ottawaradio.net;yahoo.com;salinapost.com;littleapplepost.com;newsfuzz.com;hayspost.com;stltoday.com;wsau.com;whbl.com;wkzo.com;kfgo.com;wibqam.com;heavy.com;heavy.com;torontosun.com;globalpost.com;nydailynews.com;jcpost.com;canoe.com;stltoday.com;stltoday.com;sacredheartspectrum.com	http://www.ktbb.com/post/?p=461423<UDIV>http://www.610kvnu.com/health/654adfd34a86b0eb8a5018725d95e858<UDIV>http://kticradio.com/abc_health/mother-dies-shortly-after-giving-birth-to-triplets-community-rallies-to-help-abcid35630176/<UDIV>http://krvn.com/abc_health/mother-dies-shortly-after-giving-birth-to-triplets-community-rallies-to-help-abcid35630176/<UDIV>http://www.wondradio.com/abc-health/654adfd34a86b0eb8a5018725d95e858<UDIV>http://www.wjbdradio.com/Health/Mother-Dies-Shortly-After-Giving-Birth-to-Triplets--Community-Rallies-to-Help<UDIV>http://www.mycentraloregon.com/2016/03/07/mother-dies-shortly-after-giving-birth-to-triplets-community-rallies-to-help/<UDIV>http://www.ottawaradio.net/Mother-Dies-Shortly-After-Giving-Birth-to-Triplets/22543860<UDIV>https://gma.yahoo.com/mother-dies-shortly-giving-birth-triplets-community-rallies-035438187--abc-news-health.html<UDIV>http://salinapost.com/2016/03/08/kansas-man-dies-after-ejected-in-rollover-accident-2/<UDIV>http://www.littleapplepost.com/2016/03/08/barton-county-man-dies-after-ejected-in-rollover-accident/<UDIV>http://newsfuzz.com/boyfriend-of-woman-strangled-in-mexico-said-she-overdosed/<UDIV>http://www.hayspost.com/2016/03/08/barton-county-man-dies-after-ejected-in-rollover-accident/<UDIV>http://www.stltoday.com/news/local/crime-and-courts/th-victim-found-dead-near-new-florence-mo-as-authorities/article_2213da93-6d19-5100-b7ff-053a87011495.html<UDIV>http://wsau.com/news/articles/2016/mar/08/authorities-search-for-suspect-in-kansas-quadruple-homicide/<UDIV>http://whbl.com/news/articles/2016/mar/08/authorities-search-for-suspect-in-kansas-quadruple-homicide/<UDIV>http://wkzo.com/news/articles/2016/mar/08/authorities-search-for-suspect-in-kansas-quadruple-homicide/<UDIV>http://kfgo.com/news/articles/2016/mar/08/authorities-search-for-suspect-in-kansas-quadruple-homicide/<UDIV>http://wibqam.com/news/articles/2016/mar/08/authorities-search-for-suspect-in-kansas-quadruple-homicide/<UDIV>http://heavy.com/news/2016/03/pablo-antonio-serrano-vitorino-kansas-missouri-murders-suspect-killings-photo-motive-victims-names/<UDIV>http://heavy.com/news/2016/03/pablo-antonio-serrano-vitorino-kansas-missouri-murders-suspect-killings-photo-motive-victims-names/<UDIV>http://www.torontosun.com/2016/03/08/authorities-search-for-suspect-in-kansas-missouri-mass-killing<UDIV>http://www.globalpost.com/article/6743498/2016/03/08/authorities-search-suspect-kansas-missouri-mass-killing<UDIV>http://www.nydailynews.com/news/national/brave-killed-kansas-shooter-cedric-ford-speaks-article-1.2557134<UDIV>http://www.jcpost.com/2016/03/08/barton-county-man-dies-after-ejected-in-rollover-accident/<UDIV>http://cnews.canoe.com/CNEWS/World/2016/03/08/22611301.html<UDIV>http://www.stltoday.com/news/local/crime-and-courts/manhunt-continues-in-new-florence-after-th-victim-found-dead/article_2213da93-6d19-5100-b7ff-053a87011495.html<UDIV>http://www.stltoday.com/news/local/crime-and-courts/manhunt-continues-in-new-florence-mo-after-th-victim-found/article_2213da93-6d19-5100-b7ff-053a87011495.html<UDIV>http://sacredheartspectrum.com/2016/03/police-identify-kansas-city-kansas-man-shot-to-death/
20160308	3	EPU_CATS_MIGRATION_FEAR_MIGRATION	200000		1	Iraq	IZ	IZ	33	44	IZ	519011961,519011963,519012475,519012749,519012750,519016521,519016523,519012757,519012761,519012762,519012769,519012770,518850624,518850624,518858765,518954012,518864040,518872367,518872371,519016272,519016530,519016531,518850624,518850624,518858765,518954012,518864040,518872367,518872371,519016272,519016530,519016531	aydinses.com;breakingnews.ie;irishexaminer.com	http://www.aydinses.com/english-news-international-news-rights/amnesty-slams-eu-turkey-deal-as-death-blow-to-asylum-seekers-rights-h687660.html<UDIV>http://www.breakingnews.ie/world/eu-and-turkish-leaders-have-sunk-to-new-low-says-human-rights-group-724223.html<UDIV>http://www.irishexaminer.com/breakingnews/world/eu-and-turkish-leaders-have-sunk-to-new-low-says-human-rights-group-724223.html
20160308	49	CRISISLEX_T03_DEAD	10		0							518847737,518860254,518844673,518847012,518844673,518847012,518975196,518975688,518975869,518851135,518846564,518854100	postandcourier.com;postandcourier.com;jacksonville.com;thehindu.com;thehindu.com;tucson.com;tucson.com;medicalxpress.com;medicalxpress.com;salon.com;salon.com;go.com;go.com;bhaskar.com;bhaskar.com;go.com;go.com;sfbay.ca;wpxi.com;wpxi.com;reviewtimes.com;reviewtimes.com;northernvatimes.com;thecourier.com;thecourier.com;naplesherald.com;naplesherald.com;arcamax.com;arcamax.com;theyeshivaworld.com;theyeshivaworld.com;fredericknewspost.com;metalunderground.com;metalunderground.com;metalunderground.com;metalunderground.com;sent-trib.com;sent-trib.com;news24.com;theepochtimes.com;theepochtimes.com;northernvatimes.com;timesunion.com;timesunion.com;timesunion.com;virginislandsdailynews.com;virginislandsdailynews.com;wsls.com;wtnh.com	http://www.postandcourier.com/article/20160307/PC16/160309512/1002/charleston-divvying-up-second-wave-of-donations-to-emanuel-ame-families<UDIV>http://www.postandcourier.com/article/20160307/PC16/160309512/charleston-divvying-up-second-wave-of-donations-to-emanuel-ame-families<UDIV>http://jacksonville.com/news/crime/2016-03-07/story/orange-park-gunman-dead-co-worker-wounded-workplace-shooting<UDIV>http://www.thehindu.com/news/cities/Thiruvananthapuram/road-accidents-snuff-out-two-more-lives-injure-one/article8326269.ece<UDIV>http://www.thehindu.com/news/cities/Thiruvananthapuram/road-accidents-snuff-out-two-more-lives-injure-one/article8326269.ece<UDIV>http://tucson.com/news/blogs/police-beat/infant-left-unsupervised-in-bathtub-nearly-drowns/article_f84f00c0-e25f-11e5-bb5e-2319a48f0c1c.html<UDIV>http://tucson.com/news/blogs/police-beat/infant-left-unsupervised-in-bathtub-nearly-drowns/article_f84f00c0-e25f-11e5-bb5e-2319a48f0c1c.html<UDIV>http://medicalxpress.com/news/2016-03-pedestrian-deaths-surged-early.html<UDIV>http://medicalxpress.com/news/2016-03-pedestrian-deaths-surged-early.html<UDIV>http://www.salon.com/2016/03/08/pedestrian_deaths_surged_in_2015_early_data_suggests/<UDIV>http://www.salon.com/2016/03/08/pedestrian_deaths_surged_in_2015_early_data_suggests/<UDIV>http://abcnews.go.com/Health/wireStory/pedestrian-deaths-surged-2015-early-data-suggests-37479686<UDIV>http://abcnews.go.com/Health/wireStory/pedestrian-deaths-surged-2015-early-data-suggests-37479686<UDIV>http://daily.bhaskar.com/news-ht/JM-RIT-shocking-these-7-people-came-back-from-the-dead-5266212-PHO.html<UDIV>http://daily.bhaskar.com/news-ht/JM-RIT-shocking-these-7-people-came-back-from-the-dead-5266212-PHO.html<UDIV>http://abcnews.go.com/Politics/wireStory/early-data-suggests-pedestrian-deaths-surged-2015-37482054<UDIV>http://abcnews.go.com/Politics/wireStory/early-data-suggests-pedestrian-deaths-surged-2015-37482054<UDIV>http://sfbay.ca/2016/03/08/miracle-saves-passengers-as-ace-train-derails/<UDIV>http://www.wpxi.com/ap/ap/political/early-data-suggests-pedestrian-deaths-surged-in-20/nqf44/<UDIV>http://www.wpxi.com/ap/ap/political/early-data-suggests-pedestrian-deaths-surged-in-20/nqf44/<UDIV>http://reviewtimes.com/national-news/2016/03/08/early-data-suggests-pedestrian-deaths-surged-in-2015/<UDIV>http://reviewtimes.com/national-news/2016/03/08/early-data-suggests-pedestrian-deaths-surged-in-2015/<UDIV>http://www.northernvatimes.com/news/fcsos-travis-project-aims-to-save-lives-with-anti-overdose-drug-and-tr<UDIV>http://thecourier.com/national-news/2016/03/08/early-data-suggests-pedestrian-deaths-surged-in-2015/<UDIV>http://thecourier.com/national-news/2016/03/08/early-data-suggests-pedestrian-deaths-surged-in-2015/<UDIV>http://naplesherald.com/2016/03/08/early-data-suggests-pedestrian-deaths-surged-2015/<UDIV>http://naplesherald.com/2016/03/08/early-data-suggests-pedestrian-deaths-surged-2015/<UDIV>http://www.arcamax.com/homeandleisure/pets/catsanddogs/s-1806990<UDIV>http://www.arcamax.com/homeandleisure/pets/catsanddogs/s-1806990<UDIV>http://www.theyeshivaworld.com/news/headlines-breaking-stories/394794/early-data-suggests-pedestrian-deaths-surged-in-2015.html<UDIV>http://www.theyeshivaworld.com/news/headlines-breaking-stories/394794/early-data-suggests-pedestrian-deaths-surged-in-2015.html<UDIV>http://www.fredericknewspost.com/news/years-ago-march/article_0a8354a7-b0f0-53c7-a63e-b0925325f1c3.html<UDIV>http://www.metalunderground.com/news/details.cfm?newsid=121775<UDIV>http://www.metalunderground.com/news/details.cfm?newsid=121775<UDIV>http://www.metalunderground.com/news/details.cfm?newsid=121774<UDIV>http://www.metalunderground.com/news/details.cfm?newsid=121774<UDIV>http://www.sent-trib.com/news/early-data-suggests-pedestrian-deaths-surged-in/article_01a5491c-e545-11e5-b886-2377ad4bcc45.html<UDIV>http://www.sent-trib.com/news/early-data-suggests-pedestrian-deaths-surged-in/article_01a5491c-e545-11e5-b886-2377ad4bcc45.html<UDIV>http://www.news24.com/SouthAfrica/News/grandmother-6-kids-killed-in-nw-arson-attack-20160308<UDIV>http://www.theepochtimes.com/n3/1986373-early-data-suggests-pedestrian-deaths-surged-in-2015/<UDIV>http://www.theepochtimes.com/n3/1986373-early-data-suggests-pedestrian-deaths-surged-in-2015/<UDIV>http://www.northernvatimes.com/news/fcsos-travis-project-aims-to-save-lives-with-anti-overdose-drug-and-tr1<UDIV>http://blog.timesunion.com/gettingthere/cheaper-gas-more-driving-leads-to-rise-in-pedestrian-deaths-in-2015/7198/<UDIV>http://blog.timesunion.com/gettingthere/cheaper-gas-more-driving-leads-to-rise-in-pedestrian-deaths-in-2015/7198/<UDIV>http://blog.timesunion.com/gettingthere/cheaper-gas-more-driving-leads-to-rise-in-pedestrian-deaths-in-2015/7198/<UDIV>http://www.virginislandsdailynews.com/ap/duke-doctors-nc-state-university-vets-team-up-against-cancer/article_96c99dae-ca53-5b81-934e-42111998e8ee.html<UDIV>http://www.virginislandsdailynews.com/ap/duke-doctors-nc-state-university-vets-team-up-against-cancer/article_96c99dae-ca53-5b81-934e-42111998e8ee.html<UDIV>http://wsls.com/2016/03/08/be-aware-when-youre-outside-enjoying-the-weather/<UDIV>http://wtnh.com/2016/03/08/dangers-of-texting-and-walking-on-the-rise/
20160308	2	SEIZE	232		1	United Kingdom	UK	UK	54	-2	UK		customstoday.com.pk;customstoday.com.pk	http://www.customstoday.com.pk/more-than-600m-illicit-cigarettes-seized-by-hmrc-in-six-months/<UDIV>http://www.customstoday.com.pk/more-than-600m-illicit-cigarettes-seized-by-hmrc-in-six-months/
20160308	1	KILL	3		4	Parkvale, New Zealand (General), New Zealand	NZ	NZ00	-41.05	175.55	-1515932	519178718	nzherald.co.nz	http://www.nzherald.co.nz/bay-of-plenty-times/news/article.cfm?c_id=1503343&objectid=11602552
20160308	4	CRISISLEX_C07_SAFETY	54		2	Pennsylvania, United States	US	USPA	40.5773	-77.264	pa		nj.com;northjersey.com;northjersey.com;bergendispatch.com	http://www.nj.com/bergen/index.ssf/2016/03/cologne_thief_claimed_to_be_cop_paramus_police_say.html<UDIV>http://www.northjersey.com/news/man-charged-with-robbery-impersonating-an-officer-in-paramus-1.1524468<UDIV>http://www.northjersey.com/news/man-charged-with-robbery-impersonating-an-officer-in-paramus-1.1524468<UDIV>http://www.bergendispatch.com/articles/37755798/Shoplifter-Flashes-Badge-To-Store-Security-After-Being-Caught-Stealing.aspx
20160308	2	CRISISLEX_T02_INJURED	7		1	Nigeria	NI	NI	10	8	NI		punchng.com;thenationonlineng.net	http://www.punchng.com/18-die-in-lagos-building-collapse/<UDIV>http://thenationonlineng.net/18-killed-as-new-five-storey-building-crumbles-in-lagos/
20160308	2	KILL	2019		1	Kenya	KE	KE	1	38	KE	519087838,519071844,519089628,519089629,519061353,518858029,519089753,519089754,519089755,519186051,518860834,518849044,519186789,519186790,519186985,519020751,519187051,519020817	lidtime.com;huewire.com	http://www.lidtime.com/pentagon-us-drone-strike-hits-training-camp-in-somalia-6014/<UDIV>http://www.huewire.com/miscellaneous/us-strikes-al-shabaab-training-camp-in-somalia-more-than-150/115444/
20160308	1	CRISISLEX_T02_INJURED	3		3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757		1428elm.com	http://1428elm.com/2016/03/08/johnny-depp-sort-of-appeared-on-the-walking-dead/
20160308	5	REFUGEES	3000000	Syrian	1	Syria	SY	SY	35	38	SY	518853147,518925330,518925583,518926579,518926584,518926585,519043901,519043902,519043903,519044879,519044890,519044891,518953542,519044972,519044973,519044974,519043901,519043902,519043903,519044879,519044890,519044891,518953542,519044972,519044973,519044974,519043901,519043902,519043903,519044879,519044890,519044891,518953542,519044972,519044973,519044974,519115242,518868553,519115487,519116339,519116343,519116435,519116559,519116561,519117290,519054904,518900164,518974899,519117307,519117308,519117309,519117310,519117311,518962746,519117319,519117320,519117321,519117323,519117324,519117327,519117328	bsccomment.com;debka.com;debka.com;debka.com;telegraph.co.uk	http://bsccomment.com/2016/03/08/erdogan-says-hopes-pm-returns-from-brussels-with-3-bln-euro.html<UDIV>http://debka.com/newsupdatepopup/15347/EU-to-give-Ankara-additional-3-3-billion-to-resettle-Syrian-refugees-<UDIV>http://www.debka.com/newsupdatepopup/15347/EU-to-give-Ankara-additional-3-3-billion-to-resettle-Syrian-refugees-<UDIV>http://web.debka.com/newsupdatepopup/15347/EU-to-give-Ankara-additional-3-3-billion-to-resettle-Syrian-refugees-<UDIV>http://www.telegraph.co.uk/news/worldnews/europe/turkey/12188033/Turkey-is-no-friend-of-Europe-her-behaviour-is-blackmail.html
20160308	1	CRISISLEX_CRISISLEXREC	20		4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	519055244,519055933	dailymail.co.uk	http://www.dailymail.co.uk/news/article-3480060/Is-weirdest-beauty-craze-Women-glue-SCORPIONS-fingernails-venom-deadly-kills-15-minutes.html
20160308	1	CRISISLEX_T03_DEAD	36		4	Peterborough County, Ontario, Canada	CA	CA08	44.5	-78.1667	-571188		mykawartha.com	http://www.mykawartha.com/news-story/6380720-road-re-opened-after-man-killed-in-head-on-crash-on-county-road-36/
20160308	1	CRISISLEX_T03_DEAD	90		2	South Dakota, United States	US	USSD	44.2853	-99.4632	sd	518942095,518943976,518943981,518943982,518944358,518944359	american-reporter.com	http://www.american-reporter.com/5,382/234.html
20160308	1	AFFECT	2	judicial reviews	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	518880977,518881877,518881898	ukhumanrightsblog.com	http://ukhumanrightsblog.com/2013/07/30/standing-and-judicial-review-why-we-all-have-a-direct-interest-in-government-according-to-law-dr-mark-elliott/
20160308	7	KILL	2000		1	Maldives	MV	MV	3.25	73	MV	519014827,518990563,519015028,519015467,519003100,519015487,518990563,519015489,519003123,519015700,519016078,519016157,519016921,519016922,519016923,519014827,518990563,519015028,519015467,519003100,519015487,518990563,519015489,519003123,519015700,519016078,519016157,519016921,519016922,519016923,519016078,519016157,519016923,519016078,519016157,519016923,519016078,519016157,519016923,519016078,519016157,519016923,519016078,519016157,519016923	business-standard.com;business-standard.com;indiatimes.com;ptinews.com;india.com;indiatimes.com;idrw.org	http://www.business-standard.com/article/pti-stories/india-remains-maldives-most-strategically-imp-partner-gayoom-116030800775_1.html<UDIV>http://www.business-standard.com/article/pti-stories/india-remains-maldives-most-strategically-imp-partner-gayoom-116030800775_1.html<UDIV>http://economictimes.indiatimes.com/news/defence/india-most-important-strategic-partner-of-maldives-maldivian-president-maumoon-abdul-gayoom/articleshow/51312296.cms<UDIV>http://www.ptinews.com/news/7191632_India-Maldives--most-strategic-nbsp-partner--Gayoom-.html<UDIV>http://zeenews.india.com/news/south-asia/india-remains-maldives-most-strategically-imp-partner-president-gayoom_1863643.html<UDIV>http://timesofindia.indiatimes.com/india/India-is-Maldives-most-important-strategic-ally-Gayoom/articleshow/51314878.cms<UDIV>http://idrw.org/india-most-important-strategic-partner-of-maldives-maldivian-president-maumoon-abdul-gayoom/
20160308	4	KILL	26		1	United States	US	US	38	-97	US	518872043,518872057,518872067,518872257,518849162,518888527,518872043,518872057,518888553,518888556,518888760,518872257,518849161,518879263,518890319,518890320,518849565,518861522,518890529,518890594,518872043,518901890,518872057,518872067,518872257,518902143,518883124,518940082,518940945	forward.com;jta.org;stljewishlight.com;american-reporter.com	http://forward.com/news/breaking-news/335307/bernie-sanders-wins-praise-on-guns-from-nra/<UDIV>http://www.jta.org/2016/03/07/news-opinion/politics/nra-praises-bernie-sanders-for-his-defense-of-gun-manufacturers<UDIV>http://www.stljewishlight.com/news/world/article_41ff2242-95a2-5658-8940-37931f02c9b6.html<UDIV>http://www.american-reporter.com/5,382/785.html
